Historical data for use in plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name:  ,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hist UKL,Hist Keno,7-dta_Keno,Hist Iron Gate,7-dta_IG,Hist LRDC inflow,Hist FFF to River,Hist D1,Hist D91,Hist D11,Hist D12A,Hist D12B,,,,,,,,Source: D:\Work\Modeling2022\Extend_POR_2023\Historic_ag_use_table_calcs_Dec2016_rev_16Mar2023_UPDATE.xlsx,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Year,WY,SS_INDEX_ag_D1,SS_INDEX_ag_D11_D12A,SS_INDEX_ag_D91,UKL level (ft),"Keno flow
(cfs)","7-day trailing average Keno flow 
(cfs)","Iron Gate flow
(cfs)","7-day trailing average Iron Gate flow 
(cfs)",LRDC inflow (cfs),F&FF to River (cfs),A Canal delivery (cfs),Sta 48 & Miller Hill net delivery (cfs),North Canal delivery (cfs),Ady to Project delivery (cfs),Ady to Refuge delivery (cfs),,,,,,,Year,"Total A1 diversion from UKL and LRDC inflow during SS
(taf)","Total A2 diversion from UKL and LRDC inflow SS (Mar-Sep)
(taf)",Water bank (taf),SS actual historic Project deliveries (taf; no water bank),Estimate of demand: SS actual historic Project diversions plus water bank (taf),Comment,"Oct-Feb historic Project diversions
(taf)","Historic total annual Project demand
(taf)",WY total Ady to Refuge delivery (taf),Dec-Feb (WY) total Ady to Refuge delivery (taf),Mar-Jul (WY) total Ady to Refuge delivery (taf),Aug-Nov (CY) total Ady to Refuge delivery (taf),,
8/28/2004,2004,2004,1,1,1,4139.58,678,680,1210,1037,677,86,717,231,37,149,25,,,,,,,,,,,,,,,,,,,,,
8/29/2004,2004,2004,1,1,1,4139.56,487,666,1040,1083,699,33,717,209,61,122,25,,,,,,,,,,,,,,,,,,,,,
8/30/2004,2004,2004,1,1,1,4139.52,613,693,929,1114,431,38,734,185,52,122,25,,,,,,,,,,,,,,,,,,,,,
8/31/2004,2004,2004,1,1,1,4139.49,642,723,911,1116,240,103,741,211,61,68,25,,,,,,,,,,,,,,,,,,,,,
9/1/2004,2004,2004,1,1,1,4139.48,605,705,908,1091,207,124,741,288,52,136,25,,,,,,,,,,,,,,,,,,,,,
9/2/2004,2004,2004,1,1,1,4139.48,605,656,908,1032,138,134,757,273,43,136,25,,,,,,,,,,,,,,,,,,,,,
9/3/2004,2004,2004,1,1,1,4139.4,603,605,908,973,123,140,741,252,49,106,25,,,,,,,,,,,,,,,,,,,,,
9/4/2004,2004,2004,1,1,1,4139.35,603,594,909,930,127,101,747,242,49,89,25,,,,,,,,,,,,,,,,,,,,,
9/5/2004,2004,2004,1,1,1,4139.33,603,611,913,912,131,75,741,179,28,68,25,,,,,,,,,,,,,,,,,,,,,
9/6/2004,2004,2004,1,1,1,4139.3,602,609,913,910,164,53,715,149,23,68,25,,,,,,,,,,,,,,,,,,,,,
9/7/2004,2004,2004,1,1,1,4139.27,599,603,913,910,205,6,731,131,28,106,25,,,,,,,,,,,,,,,,,,,,,
9/8/2004,2004,2004,1,1,1,4139.24,597,602,913,911,228,32,731,119,23,149,25,,,,,,,,,,,,,,,,,,,,,
9/9/2004,2004,2004,1,1,1,4139.22,609,602,913,912,210,64,715,112,73,139,35,,,,,,,,,,,,,,,,,,,,,
9/10/2004,2004,2004,1,1,1,4139.19,637,607,912,912,171,130,710,98,49,96,35,,,,,,,,,,,,,,,,,,,,,
9/11/2004,2004,2004,1,1,1,4139.15,640,612,911,913,122,128,689,69,33,96,35,,,,,,,,,,,,,,,,,,,,,
9/12/2004,2004,2004,1,1,1,4139.14,640,618,913,913,95,80,653,66,28,96,35,,,,,,,,,,,,,,,,,,,,,
9/13/2004,2004,2004,1,1,1,4139.1,659,626,910,912,108,53,598,54,33,96,35,,,,,,,,,,,,,,,,,,,,,
9/14/2004,2004,2004,1,1,1,4139.08,659,634,913,912,170,76,590,52,23,126,35,,,,,,,,,,,,,,,,,,,,,
9/15/2004,2004,2004,1,1,1,4139.05,616,637,913,912,213,123,576,102,28,79,35,,,,,,,,,,,,,,,,,,,,,
9/16/2004,2004,2004,1,1,1,4139.04,580,633,917,913,221,62,606,84,23,79,35,,,,,,,,,,,,,,,,,,,,,
9/17/2004,2004,2004,1,1,1,4139,532,618,921,914,251,64,606,34,43,96,35,,,,,,,,,,,,,,,,,,,,,
9/18/2004,2004,2004,1,1,1,4138.98,530,602,919,915,222,32,642,18,37,58,35,,,,,,,,,,,,,,,,,,,,,
9/19/2004,2004,2004,1,1,1,4139,532,587,919,916,204,58,600,18,33,31,35,,,,,,,,,,,,,,,,,,,,,
9/20/2004,2004,2004,1,1,1,4138.99,533,569,915,917,188,85,569,2,23,58,35,,,,,,,,,,,,,,,,,,,,,
9/21/2004,2004,2004,1,1,1,4138.97,501,546,913,917,239,128,580,-7,16,96,35,,,,,,,,,,,,,,,,,,,,,
9/22/2004,2004,2004,1,1,1,4138.96,466,525,913,917,222,53,566,0,43,139,35,,,,,,,,,,,,,,,,,,,,,
9/23/2004,2004,2004,1,1,1,4138.96,501,514,913,916,223,47,531,-7,40,126,35,,,,,,,,,,,,,,,,,,,,,
9/24/2004,2004,2004,1,1,1,4138.96,578,520,913,915,193,75,559,-7,37,151,35,,,,,,,,,,,,,,,,,,,,,
9/25/2004,2004,2004,1,1,1,4138.95,363,496,913,914,155,107,559,-7,37,126,35,,,,,,,,,,,,,,,,,,,,,
9/26/2004,2004,2004,1,1,1,4138.95,350,470,912,913,145,128,559,0,23,112,35,,,,,,,,,,,,,,,,,,,,,
9/27/2004,2004,2004,1,1,1,4138.96,428,455,912,913,143,246,527,10,16,81,50,,,,,,,,,,,,,,,,,,,,,
9/28/2004,2004,2004,1,1,1,4138.94,425,444,911,912,160,153,548,63,16,71,115,,,,,,,,,,,,,,,,,,,,,
9/29/2004,2004,2004,1,1,1,4138.93,420,438,909,912,184,132,538,96,23,59,115,,,,,,,,,,,,,,,,,,,,,
9/30/2004,2004,2004,1,1,1,4138.93,342,415,908,911,206,75,512,87,28,46,115,,,,,,,,,,,,,,,,,,,,,
10/1/2004,2004,2005,1,0,1,4138.93,377,386,942,915,238,128,486,119,23,16,115,,,,,,,,,,,,,,,,,,,,,
10/2/2004,2004,2005,1,0,1,4138.92,431,396,1020,931,250,128,491,158,57,0,104,,,,,,,,,,,,,,,,,,,,,
10/3/2004,2004,2005,1,0,1,4138.9,261,383,979,940,247,130,480,146,63,0,115,,,,,,,,,,,,,,,,,,,,,
10/4/2004,2004,2005,1,0,1,4138.9,255,359,929,943,221,130,491,144,61,46,115,,,,,,,,,,,,,,,,,,,,,
10/5/2004,2004,2005,1,0,1,4138.9,277,338,925,945,208,117,480,147,63,82,115,,,,,,,,,,,,,,,,,,,,,
10/6/2004,2004,2005,1,0,1,4138.89,290,319,925,947,206,112,486,146,49,122,115,,,,,,,,,,,,,,,,,,,,,
10/7/2004,2004,2005,1,0,1,4138.89,331,317,921,949,204,107,470,103,49,122,115,,,,,,,,,,,,,,,,,,,,,
10/8/2004,2004,2005,1,0,1,4138.83,330,311,914,945,207,91,475,78,54,113,115,,,,,,,,,,,,,,,,,,,,,
10/9/2004,2004,2005,1,0,1,4138.88,331,296,916,930,235,48,459,63,77,131,115,,,,,,,,,,,,,,,,,,,,,
10/10/2004,2004,2005,1,0,1,4138.9,331,306,914,921,245,96,449,59,77,148,115,,,,,,,,,,,,,,,,,,,,,
10/11/2004,2004,2005,1,0,1,4138.89,456,335,914,918,239,85,428,20,77,82,115,,,,,,,,,,,,,,,,,,,,,
10/12/2004,2004,2005,1,0,1,4138.87,278,335,919,918,238,80,439,0,105,93,115,,,,,,,,,,,,,,,,,,,,,
10/13/2004,2004,2005,1,0,1,4138.9,278,334,918,917,237,130,423,0,88,139,115,,,,,,,,,,,,,,,,,,,,,
10/14/2004,2004,2005,1,0,1,4138.87,277,326,919,916,210,131,386,0,82,131,115,,,,,,,,,,,,,,,,,,,,,
10/15/2004,2004,2005,1,0,1,4138.87,276,318,920,917,197,75,132,0,75,131,115,,,,,,,,,,,,,,,,,,,,,
10/16/2004,2004,2005,1,0,1,4138.88,279,311,920,918,178,64,5,0,75,122,115,,,,,,,,,,,,,,,,,,,,,
10/17/2004,2004,2005,1,0,1,4138.84,433,325,924,919,165,81,5,0,68,139,115,,,,,,,,,,,,,,,,,,,,,
10/18/2004,2004,2005,1,0,1,4138.87,462,326,916,919,138,103,5,0,68,131,115,,,,,,,,,,,,,,,,,,,,,
10/19/2004,2004,2005,1,0,1,4138.83,535,363,914,919,97,101,5,31,54,93,115,,,,,,,,,,,,,,,,,,,,,
10/20/2004,2004,2005,1,0,1,4138.98,328,370,917,919,79,91,5,34,68,93,115,,,,,,,,,,,,,,,,,,,,,
10/21/2004,2004,2005,1,0,1,4138.99,430,392,914,918,81,53,5,25,66,103,115,,,,,,,,,,,,,,,,,,,,,
10/22/2004,2004,2005,1,0,1,4138.99,537,429,915,917,81,96,5,14,61,103,115,,,,,,,,,,,,,,,,,,,,,
10/23/2004,2004,2005,1,0,1,4139.08,680,486,943,920,130,75,5,0,57,59,115,,,,,,,,,,,,,,,,,,,,,
10/24/2004,2004,2005,1,0,1,4139.12,747,531,923,920,135,85,5,0,37,124,50,,,,,,,,,,,,,,,,,,,,,
10/25/2004,2004,2005,1,0,1,4139.09,561,545,921,921,112,95,5,0,23,97,50,,,,,,,,,,,,,,,,,,,,,
10/26/2004,2004,2005,1,0,1,4139.17,581,552,929,923,103,90,5,0,40,64,50,,,,,,,,,,,,,,,,,,,,,
10/27/2004,2004,2005,1,0,1,4139.24,583,588,928,925,105,70,5,0,40,43,50,,,,,,,,,,,,,,,,,,,,,
10/28/2004,2004,2005,1,0,1,4139.23,474,595,925,926,93,127,5,0,37,43,50,,,,,,,,,,,,,,,,,,,,,
10/29/2004,2004,2005,1,0,1,4139.26,698,618,923,927,89,61,5,0,37,16,50,,,,,,,,,,,,,,,,,,,,,
10/30/2004,2004,2005,1,0,1,4139.27,700,621,919,924,91,55,5,0,33,64,50,,,,,,,,,,,,,,,,,,,,,
10/31/2004,2004,2005,1,0,1,4139.29,588,598,923,924,91,72,5,0,40,68,25,,,,,,,,,,,,,,,,,,,,,
11/1/2004,2004,2005,0,0,1,4139.3,586,601,924,924,90,77,5,0,33,41,25,,,,,,,,,,,,,,,,,,,,,
11/2/2004,2004,2005,0,0,1,4139.32,575,601,922,923,90,6,5,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
11/3/2004,2004,2005,0,0,1,4139.47,569,599,936,925,114,33,5,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
11/4/2004,2004,2005,0,0,1,4139.46,568,612,932,926,125,11,0,0,16,41,25,,,,,,,,,,,,,,,,,,,,,
11/5/2004,2004,2005,0,0,1,4139.4,568,593,933,927,124,17,0,0,16,41,25,,,,,,,,,,,,,,,,,,,,,
11/6/2004,2004,2005,0,0,1,4139.42,568,575,932,929,122,110,0,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
11/7/2004,2004,2005,0,0,1,4139.44,565,571,933,930,121,22,0,0,0,68,25,,,,,,,,,,,,,,,,,,,,,
11/8/2004,2004,2005,0,0,1,4139.46,563,568,933,932,120,22,0,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
11/9/2004,2004,2005,0,0,1,4139.46,649,579,933,933,119,33,0,0,0,93,0,,,,,,,,,,,,,,,,,,,,,
11/10/2004,2004,2005,0,0,1,4139.49,676,594,936,933,116,39,0,0,0,114,0,,,,,,,,,,,,,,,,,,,,,
11/11/2004,2004,2005,0,0,1,4139.52,670,608,931,933,114,77,0,0,0,93,0,,,,,,,,,,,,,,,,,,,,,
11/12/2004,2004,2005,0,0,1,4139.53,678,624,929,932,114,72,0,0,23,114,0,,,,,,,,,,,,,,,,,,,,,
11/13/2004,2004,2005,0,0,1,4139.57,673,639,927,932,111,77,0,0,23,131,0,,,,,,,,,,,,,,,,,,,,,
11/14/2004,2004,2005,0,0,1,4139.57,673,655,932,932,110,116,0,0,16,93,0,,,,,,,,,,,,,,,,,,,,,
11/15/2004,2004,2005,0,0,1,4139.58,670,670,936,932,118,110,0,0,16,93,0,,,,,,,,,,,,,,,,,,,,,
11/16/2004,2004,2005,0,0,0,4139.6,691,676,939,933,120,11,0,0,73,66,0,,,,,,,,,,,,,,,,,,,,,
11/17/2004,2004,2005,0,0,0,4139.61,692,678,941,934,99,122,0,0,61,66,0,,,,,,,,,,,,,,,,,,,,,
11/18/2004,2004,2005,0,0,0,4139.63,692,681,941,935,87,221,0,0,54,93,0,,,,,,,,,,,,,,,,,,,,,
11/19/2004,2004,2005,0,0,0,4139.67,691,683,941,937,86,210,0,0,68,93,0,,,,,,,,,,,,,,,,,,,,,
11/20/2004,2004,2005,0,0,0,4139.69,688,685,941,939,86,165,0,0,75,93,0,,,,,,,,,,,,,,,,,,,,,
11/21/2004,2004,2005,0,0,0,4139.68,684,687,941,940,86,144,0,0,97,66,0,,,,,,,,,,,,,,,,,,,,,
11/22/2004,2004,2005,0,0,0,4139.67,682,689,941,941,85,160,0,0,96,93,0,,,,,,,,,,,,,,,,,,,,,
11/23/2004,2004,2005,0,0,0,4139.68,682,687,933,940,85,154,0,0,98,93,0,,,,,,,,,,,,,,,,,,,,,
11/24/2004,2004,2005,0,0,0,4139.68,683,686,925,938,83,33,0,0,93,93,0,,,,,,,,,,,,,,,,,,,,,
11/25/2004,2004,2005,0,0,0,4139.69,682,685,927,936,93,88,0,0,101,93,0,,,,,,,,,,,,,,,,,,,,,
11/26/2004,2004,2005,0,0,0,4139.73,682,683,925,933,97,11,0,0,98,93,0,,,,,,,,,,,,,,,,,,,,,
11/27/2004,2004,2005,0,0,0,4139.78,679,682,929,932,96,44,0,0,57,66,0,,,,,,,,,,,,,,,,,,,,,
11/28/2004,2004,2005,0,0,0,4139.77,679,681,928,930,95,17,0,0,23,93,0,,,,,,,,,,,,,,,,,,,,,
11/29/2004,2004,2005,0,0,0,4139.76,679,681,930,928,95,39,0,0,16,43,50,,,,,,,,,,,,,,,,,,,,,
11/30/2004,2004,2005,0,0,0,4139.78,620,672,929,928,95,116,0,0,28,64,50,,,,,,,,,,,,,,,,,,,,,
12/1/2004,2004,2005,0,0,0,4139.8,597,660,931,928,120,6,0,0,28,97,50,,,,,,,,,,,,,,,,,,,,,
12/2/2004,2004,2005,0,0,0,4139.82,603,648,931,929,130,27,0,0,37,124,50,,,,,,,,,,,,,,,,,,,,,
12/3/2004,2004,2005,0,0,0,4139.83,601,637,929,930,125,49,0,0,28,111,50,,,,,,,,,,,,,,,,,,,,,
12/4/2004,2004,2005,0,0,0,4139.84,600,626,930,930,120,83,0,0,28,97,50,,,,,,,,,,,,,,,,,,,,,
12/5/2004,2004,2005,0,0,0,4139.85,599,614,930,930,97,6,0,0,23,43,50,,,,,,,,,,,,,,,,,,,,,
12/6/2004,2004,2005,0,0,0,4139.82,490,587,1010,941,89,33,0,0,28,43,50,,,,,,,,,,,,,,,,,,,,,
12/7/2004,2004,2005,0,0,0,4139.91,547,577,1180,977,85,55,0,0,16,16,50,,,,,,,,,,,,,,,,,,,,,
12/8/2004,2004,2005,0,0,0,4140.04,957,628,1780,1099,161,0,0,0,28,16,50,,,,,,,,,,,,,,,,,,,,,
12/9/2004,2004,2005,0,0,0,4140.2,1170,709,1900,1237,658,110,0,0,37,16,50,,,,,,,,,,,,,,,,,,,,,
12/10/2004,2004,2005,0,0,0,4140.3,1580,849,1800,1361,950,132,0,0,23,16,50,,,,,,,,,,,,,,,,,,,,,
12/11/2004,2004,2005,0,0,0,4140.37,1150,928,1830,1490,776,132,0,0,37,43,50,,,,,,,,,,,,,,,,,,,,,
12/12/2004,2004,2005,0,0,0,4140.46,758,950,1760,1609,439,132,0,0,0,16,50,,,,,,,,,,,,,,,,,,,,,
12/13/2004,2004,2005,0,0,0,4140.46,392,936,1660,1701,291,132,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,
12/14/2004,2004,2005,0,0,0,4140.49,587,942,1520,1750,263,132,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,
12/15/2004,2004,2005,0,0,0,4140.53,610,892,1390,1694,236,132,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,
12/16/2004,2004,2005,0,0,0,4140.56,478,794,1250,1601,206,99,0,0,28,0,5,,,,,,,,,,,,,,,,,,,,,
12/17/2004,2004,2005,0,0,0,4140.59,474,636,1140,1507,196,0,0,0,28,104,10,,,,,,,,,,,,,,,,,,,,,
12/18/2004,2004,2005,0,0,0,4140.62,468,538,1070,1399,132,110,0,0,28,104,10,,,,,,,,,,,,,,,,,,,,,
12/19/2004,2004,2005,0,0,0,4140.64,432,492,938,1281,116,61,0,0,43,104,10,,,,,,,,,,,,,,,,,,,,,
12/20/2004,2004,2005,0,0,0,4140.69,504,508,929,1177,131,110,0,0,43,83,10,,,,,,,,,,,,,,,,,,,,,
12/21/2004,2004,2005,0,0,0,4140.7,504,496,927,1092,145,33,0,0,37,83,10,,,,,,,,,,,,,,,,,,,,,
12/22/2004,2004,2005,0,0,0,4140.71,506,481,926,1026,145,116,0,0,37,66,0,,,,,,,,,,,,,,,,,,,,,
12/23/2004,2004,2005,0,0,0,4140.74,505,485,925,979,140,39,0,0,37,93,0,,,,,,,,,,,,,,,,,,,,,
12/24/2004,2004,2005,0,0,0,4140.75,508,490,927,949,138,122,0,0,33,93,0,,,,,,,,,,,,,,,,,,,,,
12/25/2004,2004,2005,0,0,0,4140.74,569,504,927,928,129,237,0,0,49,93,0,,,,,,,,,,,,,,,,,,,,,
12/26/2004,2004,2005,0,0,0,4140.78,668,538,927,927,118,182,0,0,46,114,0,,,,,,,,,,,,,,,,,,,,,
12/27/2004,2004,2005,0,0,0,4140.84,653,559,937,928,120,132,0,0,54,93,0,,,,,,,,,,,,,,,,,,,,,
12/28/2004,2004,2005,0,0,0,4140.87,649,580,938,930,121,138,0,0,49,93,0,,,,,,,,,,,,,,,,,,,,,
12/29/2004,2004,2005,0,0,0,4140.86,645,600,943,932,139,132,0,0,52,93,0,,,,,,,,,,,,,,,,,,,,,
12/30/2004,2004,2005,0,0,0,4140.88,585,611,941,934,144,132,0,0,52,93,0,,,,,,,,,,,,,,,,,,,,,
12/31/2004,2004,2005,0,0,0,4140.92,550,617,946,937,143,132,0,0,61,93,0,,,,,,,,,,,,,,,,,,,,,
1/1/2005,2005,2005,0,0,0,4140.95,522,610,1040,953,143,55,0,0,100,93,0,,,,,,,,,,,,,,,,,,,,,
1/2/2005,2005,2005,0,0,0,4141.01,429,576,1040,969,141,110,0,0,88,93,0,,,,,,,,,,,,,,,,,,,,,
1/3/2005,2005,2005,0,0,0,4141.06,506,555,1040,984,130,132,0,0,80,93,0,,,,,,,,,,,,,,,,,,,,,
1/4/2005,2005,2005,0,0,0,4141.06,553,541,1040,999,124,132,0,0,87,93,0,,,,,,,,,,,,,,,,,,,,,
1/5/2005,2005,2005,0,0,0,4141.06,549,528,1040,1012,128,49,0,0,84,93,0,,,,,,,,,,,,,,,,,,,,,
1/6/2005,2005,2005,0,0,0,4141.07,547,522,1040,1027,107,115,0,0,84,114,0,,,,,,,,,,,,,,,,,,,,,
1/7/2005,2005,2005,0,0,0,4141.1,564,524,1040,1040,110,61,0,0,87,114,0,,,,,,,,,,,,,,,,,,,,,
1/8/2005,2005,2005,0,0,0,4141.13,572,531,1040,1040,103,11,0,0,88,131,0,,,,,,,,,,,,,,,,,,,,,
1/9/2005,2005,2005,0,0,0,4141.16,573,552,1040,1040,103,110,0,0,79,131,0,,,,,,,,,,,,,,,,,,,,,
1/10/2005,2005,2005,0,0,0,4141.18,572,561,1050,1041,104,66,0,0,88,114,0,,,,,,,,,,,,,,,,,,,,,
1/11/2005,2005,2005,0,0,0,4141.2,572,564,1050,1043,106,22,0,0,88,131,0,,,,,,,,,,,,,,,,,,,,,
1/12/2005,2005,2005,0,0,0,4141.2,627,575,1050,1044,105,0,0,0,106,147,0,,,,,,,,,,,,,,,,,,,,,
1/13/2005,2005,2005,0,0,0,4141.21,667,592,1050,1046,108,39,0,0,106,161,0,,,,,,,,,,,,,,,,,,,,,
1/14/2005,2005,2005,0,0,0,4141.22,673,608,1060,1049,107,99,0,0,100,147,0,,,,,,,,,,,,,,,,,,,,,
1/15/2005,2005,2005,0,0,0,4141.22,685,624,1050,1050,108,44,0,0,107,161,0,,,,,,,,,,,,,,,,,,,,,
1/16/2005,2005,2005,0,0,0,4141.24,685,640,1050,1051,107,0,0,0,112,197,0,,,,,,,,,,,,,,,,,,,,,
1/17/2005,2005,2005,0,0,0,4141.25,684,656,1060,1053,108,116,0,0,75,147,0,,,,,,,,,,,,,,,,,,,,,
1/18/2005,2005,2005,0,0,0,4141.26,639,666,1050,1053,108,39,0,0,43,131,0,,,,,,,,,,,,,,,,,,,,,
1/19/2005,2005,2005,0,0,0,4141.28,570,658,1050,1053,118,93,0,0,33,114,0,,,,,,,,,,,,,,,,,,,,,
1/20/2005,2005,2005,0,0,0,4141.29,570,644,1040,1051,125,17,0,0,37,147,0,,,,,,,,,,,,,,,,,,,,,
1/21/2005,2005,2005,0,0,0,4141.3,590,632,1030,1047,124,116,0,0,49,147,0,,,,,,,,,,,,,,,,,,,,,
1/22/2005,2005,2005,0,0,0,4141.32,588,618,1040,1046,123,22,0,0,71,147,0,,,,,,,,,,,,,,,,,,,,,
1/23/2005,2005,2005,0,0,0,4141.33,588,604,1040,1044,121,0,0,0,93,147,0,,,,,,,,,,,,,,,,,,,,,
1/24/2005,2005,2005,0,0,0,4141.34,600,592,1040,1041,136,116,0,0,91,131,0,,,,,,,,,,,,,,,,,,,,,
1/25/2005,2005,2005,0,0,0,4141.35,600,587,1040,1040,146,132,0,0,37,93,0,,,,,,,,,,,,,,,,,,,,,
1/26/2005,2005,2005,0,0,0,4141.38,580,588,1040,1039,172,11,0,0,16,66,0,,,,,,,,,,,,,,,,,,,,,
1/27/2005,2005,2005,0,0,0,4141.4,537,583,1030,1037,204,44,0,0,16,66,0,,,,,,,,,,,,,,,,,,,,,
1/28/2005,2005,2005,0,0,0,4141.42,612,586,1180,1059,401,122,0,0,16,0,71,,,,,,,,,,,,,,,,,,,,,
1/29/2005,2005,2005,0,0,0,4141.45,593,587,1270,1091,469,39,0,0,33,56,75,,,,,,,,,,,,,,,,,,,,,
1/30/2005,2005,2005,0,0,0,4141.48,488,573,1130,1104,324,110,0,0,40,18,75,,,,,,,,,,,,,,,,,,,,,
1/31/2005,2005,2005,0,0,0,4141.51,489,557,1060,1107,177,132,0,0,40,39,75,,,,,,,,,,,,,,,,,,,,,
2/1/2005,2005,2005,0,0,0,4141.54,380,526,1040,1107,171,122,0,0,28,72,75,,,,,,,,,,,,,,,,,,,,,
2/2/2005,2005,2005,0,0,0,4141.56,256,479,983,1099,145,44,0,0,37,32,115,,,,,,,,,,,,,,,,,,,,,
2/3/2005,2005,2005,0,0,0,4141.59,258,439,855,1074,142,122,0,0,37,82,115,,,,,,,,,,,,,,,,,,,,,
2/4/2005,2005,2005,0,0,0,4141.62,260,389,808,1021,146,22,0,0,23,71,115,,,,,,,,,,,,,,,,,,,,,
2/5/2005,2005,2005,0,0,0,4141.64,362,356,802,954,138,127,0,0,28,59,115,,,,,,,,,,,,,,,,,,,,,
2/6/2005,2005,2005,0,0,0,4141.66,408,345,804,907,138,127,0,0,57,82,115,,,,,,,,,,,,,,,,,,,,,
2/7/2005,2005,2005,0,0,0,4141.7,369,328,803,871,136,49,0,0,54,82,115,,,,,,,,,,,,,,,,,,,,,
2/8/2005,2005,2005,0,0,0,4141.72,272,312,802,837,132,122,0,0,59,46,115,,,,,,,,,,,,,,,,,,,,,
2/9/2005,2005,2005,0,0,0,4141.74,445,339,799,810,132,226,0,0,52,46,115,,,,,,,,,,,,,,,,,,,,,
2/10/2005,2005,2005,0,0,0,4141.76,477,370,799,802,136,254,0,0,85,46,115,,,,,,,,,,,,,,,,,,,,,
2/11/2005,2005,2005,0,0,0,4141.79,263,371,799,801,117,210,0,0,98,32,115,,,,,,,,,,,,,,,,,,,,,
2/12/2005,2005,2005,0,0,0,4141.81,375,373,799,801,71,221,0,0,90,46,115,,,,,,,,,,,,,,,,,,,,,
2/13/2005,2005,2005,0,0,0,4141.83,386,370,802,800,112,265,0,0,87,59,115,,,,,,,,,,,,,,,,,,,,,
2/14/2005,2005,2005,0,0,0,4141.86,388,372,805,801,112,243,0,0,85,16,115,,,,,,,,,,,,,,,,,,,,,
2/15/2005,2005,2005,0,0,0,4141.88,387,389,802,801,112,265,0,0,71,59,115,,,,,,,,,,,,,,,,,,,,,
2/16/2005,2005,2005,0,0,0,4141.9,383,380,799,801,120,265,0,0,61,71,115,,,,,,,,,,,,,,,,,,,,,
2/17/2005,2005,2005,0,0,0,4141.93,379,366,802,801,110,259,0,0,73,71,115,,,,,,,,,,,,,,,,,,,,,
2/18/2005,2005,2005,0,0,0,4141.95,377,382,802,802,138,270,0,0,28,71,115,,,,,,,,,,,,,,,,,,,,,
2/19/2005,2005,2005,0,0,0,4141.97,376,382,804,802,130,259,0,0,16,46,115,,,,,,,,,,,,,,,,,,,,,
2/20/2005,2005,2005,0,0,0,4142,378,381,804,803,103,281,0,0,16,32,115,,,,,,,,,,,,,,,,,,,,,
2/21/2005,2005,2005,0,0,0,4142.05,526,401,804,802,120,320,0,0,23,32,115,,,,,,,,,,,,,,,,,,,,,
2/22/2005,2005,2005,0,0,0,4142.1,633,436,804,803,124,292,0,0,52,32,115,,,,,,,,,,,,,,,,,,,,,
2/23/2005,2005,2005,0,0,0,4142.1,628,471,805,804,110,336,0,0,40,46,115,,,,,,,,,,,,,,,,,,,,,
2/24/2005,2005,2005,0,0,0,4142.12,525,492,805,804,108,270,0,0,40,32,115,,,,,,,,,,,,,,,,,,,,,
2/25/2005,2005,2005,0,0,0,4142.15,385,493,805,804,109,265,0,0,37,56,75,,,,,,,,,,,,,,,,,,,,,
2/26/2005,2005,2005,0,0,0,4142.17,405,497,803,804,105,304,0,0,43,41,25,,,,,,,,,,,,,,,,,,,,,
2/27/2005,2005,2005,0,0,0,4142.15,533,519,803,804,107,281,0,0,33,89,25,,,,,,,,,,,,,,,,,,,,,
2/28/2005,2005,2005,0,0,0,4142.2,529,520,836,809,117,188,0,0,33,89,25,,,,,,,,,,,,,,,,,,,,,
3/1/2005,2005,2005,1,1,1,4142.22,481,498,860,817,91,171,0,0,0,122,25,,,,,,,,,,,,,,,,,,,,,
3/2/2005,2005,2005,1,1,1,4142.29,375,462,810,817,88,154,0,0,0,183,25,,,,,,,,,,,,,,,,,,,,,
3/3/2005,2005,2005,1,1,1,4142.32,375,440,811,818,110,165,0,0,0,106,25,,,,,,,,,,,,,,,,,,,,,
3/4/2005,2005,2005,1,1,1,4142.35,491,456,850,825,91,210,0,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
3/5/2005,2005,2005,1,1,1,4142.39,565,478,952,846,99,231,0,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
3/6/2005,2005,2005,1,1,1,4142.41,561,482,1000,874,102,213,0,0,0,41,25,,,,,,,,,,,,,,,,,,,,,
3/7/2005,2005,2005,1,1,1,4142.44,461,473,1000,898,99,160,0,0,59,41,25,,,,,,,,,,,,,,,,,,,,,
3/8/2005,2005,2005,1,1,1,4142.48,406,462,1000,918,94,144,0,0,278,41,25,,,,,,,,,,,,,,,,,,,,,
